TEMA,LOCAL,ESTADO,CATEGORIA,STATUS,DESCRICAO,CASOS_POR_DIA,DATA,ANO,MES,ANO_MES
FALTA DE COMPROMISSO,SÃO PAULO - SP,SP,"['ATRASO NA ENTREGA', 'SUPERMERCADOS', 'PÃO DE AÇÚCAR']",NÃO RESOLVIDO,"Fiz uma compra on-line na quinta de tarde e a agendei   a entrega para sexta-feira, pq tinha um evento no sábado! O Pão de Açúcar simplesmente mudou a dar de entrega arbitrariamente!!! Só isso!!! É brincadeira, nem ao menos avisou! Tive que ligar lá!!! Separei o dia para ficar e receber a compra e nada!!! Falta total de comprometimento e respeito!!!",25,2022-07-29,2022,7,2022-07
NÃO INCIDÊNCIA DE DESCONTO COM CARTAO PDA,SÃO PAULO - SP,SP,"['DIVERGÊNCIA DE VALORES', 'SUPERMERCADOS', 'NÃO ENCONTREI MEU PROBLEMA', 'PÃO DE AÇÚCAR']",NÃO RESOLVIDO,"comprei no dia 29 uma bebida em promoção (espumante espanhou), por r$ 79,99. Paguei a conta com cartão de crédito PDA, contudo o desconto nao foi concedido. Emcaminho anexo a nota da compra e fatura do cartao.",25,2022-07-29,2022,7,2022-07
USO INDEVIDO DE PONTOS STIX,MACEIÓ - AL,AL,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'QUALIDADE DO SERVIÇO PRESTADO', 'PONTOS']",RESPONDIDA,"Há quase um ano venho juntando meus pontos stix e cumprindo as missões do App Drogasil pra pontuar mais e juntar pontos. Certo dia, ao olhar as novas missões vi que meu saldo stix estava zerado sem eu nunca ter trocado esses pontos. Entrei rapidamente em contato com a empresa e ela disse que iria verificar com o parceiro Pão de Açúcar Vila Nova Conceição (localidade está onde além de não morar - sou de maceio - não conheço ninguém), onde foi procedida a troca NÃO AUTORIZADA de 10.475 pontos. A stix até então não se pronunciou sobre esse uso indevido e não autorizado dos meus pontos e confesso que perdi completamente o estímulo de juntar tais pontos visto que perdi a confiança na empresa que permite que os pontos sejam trocados com tal facilidade que a real detentora deles, eu, só fiquei sabendo ao entrar na área do programa.",25,2022-07-29,2022,7,2022-07
PRODUTO INCORRETO SEM ACEITAR SUBSTITUIÇÃO,SÃO PAULO - SP,SP,"['PÃES', 'PÃO DE AÇÚCAR', 'PADARIA', 'PRODUTO ERRADO']",RESOLVIDO,"No dia 28/07 comprei pão de queijo com goiabada, porém veio um pão de queijo com calabresa, sou vegetariana, ou seja, não comi. No dia seguinte, dia 29/07 fui até o Pão de açúcar realizar a substituição, a atendente do setor da padaria Gabriela, informou que não faz a troca somente no mesmo dia. Solicito a substituição do mesmo, pois o erro foi do estabelecimento. ",25,2022-07-29,2022,7,2022-07
RESGATE INDEVIDO NA MINHA CONTA STIX,GOIÂNIA - GO,GO,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'ESTORNO DO VALOR PAGO', 'PONTOS']",RESOLVIDO,"Olhei o extrato e teve um resgate de 15.079 pontos em 12/07/2022 no caixa Pão de Açúcar da Avenida Santo Amaro, número 61. Nunca estive nesse lugar portanto não efetuei esse resgate",25,2022-07-29,2022,7,2022-07
PÃO DE AÇUCAR - PARA GANHAR STIX IMPÕEM METAS IMPOSSÍVEIS - PROPAGANDA ENGANOSA,BRASÍLIA - DF,DF,"['PROPAGADA ENGANOSA', 'PÃO DE AÇÚCAR', 'PRESERVATIVO', 'HIGIENE E LIMPEZA PESSOAL']",EM RÉPLICA,"Faço todas minhas compras de suppermercado no Pão de Açucar e há exatamente um ano não consigo obter os pontos Stix. Ao longo deste tempo tentei reverter a situação  imposta para obter a pontuação. Eu teria que fazer compras em valores muito superiores ao que uma pessoa normal gasta mensalmente em um supermercado. Para obter os tais pontos o Pão de Açúcar criou metas absurdas que não são normais para uma só pessoa e se nega a reve-las.         Tentei falar várias vezes no atendimento ao consumidor, entre elas - 0800 773 26 24 e sequer consigo falar, apenas gravações.Quero informar que faço compras em outro estabelecimento do Stix (Drogasil) e os pontos são creditados corretamente. O que induz a afirmar que o programa Pão de Açucar Stix é uma grande ENGANAÇÃO. ",25,2022-07-29,2022,7,2022-07
"NÃO ENTREGAM, NÃO RESOLVEM, DESLIGAM NA CARA!",SANTOS - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO', 'PROBLEMA COM ENTREGA DE PRODUTO-COMPRAS']",NÃO RESOLVIDO,"Mais uma vez eu tentando tornar prática minha compra mensal fiz meu pedido pelo app e novamente a entrega NÃO CHEGA no horário. E não é atraso de 15 minutinhos, é atraso de HORAS!! A gente liga tentando resolver a situação e ninguém resolve nada e ainda desligam na nossa cara no meio da ligação! Parabéns a todos os envolvidos por manter esse padrão PÉSSIMO de atendimento todo mês, são bem estáveis quanto a isso.",25,2022-07-29,2022,7,2022-07
TROCARAM MEUS PONTOS STICKS E NÃO FUI EU,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROPAGANDA ENGANOSA']",RESOLVIDO,"passei o mes juntando meus pontos stix, ganhei 9.500 pontos porque bati a meta fiquei super feliz e ia trocar meu premio, nesta noite entrei como sempre para fazer minhas conpras e  8.902 pontos havia sumido, não entendi nada e fui ver meu historico e fiquei chocada com a troca de um premio  em um supermercado extra  no caixa de numero 1397 na rua  moacir sim.. no dia 28/07/2022.não conheço este mercado, não troquei nada e alias ontem nem sai de casa sou deficiente visual e para me locomover alguem sempre tem que me acompanhar, moro sozinha com um primo de 80 anos e ninguem tem acesso aos meus documentos como posso ter trocado alguma coisa ? eu já tive varios pontos não computados mas isto é demais . o Pao de açucar tem que explicar quem se passou por mim pois tem que acessar meu celular e meu documento para a troca .  quero uma explicação da empresa inclusive voce não consegue ver o endereço do local a rua esta com o nome cortado. me sinto enganada e [Editado pelo Reclame Aqui] por tal descaso.",25,2022-07-29,2022,7,2022-07
DESRESPEITO COM O CLIENTE,RIBEIRÃO PRETO - SP,SP,"['DIVERGÊNCIA DE VALORES', 'PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO']",RESPONDIDA,"Ao passar no caixa do PÃO DE AÇÚCAR  DA LOJA DA AV INDEPENDÊNCIA DE RIBEIRÃO PRETO (29/07/22 às 8hs da manhã) um dos produtos constou com um preço diferente do marcado na gôndola _ um chantilly Fleischmann. A gerente foi chamada e constatou que o preço estava incorreto. Me levou até a gôndola, tirou o preço incorreto da frente do produto.  A minha indignação foi com o tratamento que recebi. Muito descordial a gerente me disse ""que qualquer um sabe que o chantily não custa aquele preço"".  Não sabia, o PA tem inumeras promoções. . O produto poderia, sim estar com aquele preço. A situação me causou constrangimento. A gerente foi muito indelicada. Me senti desrespeitada como cliente. A loja está desorganizada  muitos produtos estão sem preço e não há máquinas próximas para verifica los. ",25,2022-07-29,2022,7,2022-07
ESTEIRA COM DEFEITO!,BELFORD ROXO - RJ,RJ,"['PROBLEMAS COM O SITE', 'PÃO DE AÇÚCAR', 'MAU ATENDIMENTO', 'PROPAGANDA ENGANOSA']",EM RÉPLICA,"Recebi um retorno do pão de açúcar dizendo que alguém da equipe especializada iriam entrar em contato e até agora ninguém me procurou! Como eu disse, preciso da esteira por recomendações médicas sou uma mulher de 61 anos e preciso pra minha saúde e ninguém resolve o meu problema!Jamais imaginei ter uma decepção tão grande quanto eu tive com o pão de açúcar!",25,2022-07-29,2022,7,2022-07
VALE COMPRA COM PONTOS STIX,SÃO PAULO - SP,SP,"['PROBLEMAS COM O SITE', 'PROBLEMAS NA FINALIZAÇÃO DA COMPRA', 'PAGAMENTOS E DOCUMENTOS', 'PÃO DE AÇÚCAR']",RESOLVIDO,"No dia 05/07/2022 fiz uma compra no site de Pão de Açúcar com um vale Compra de R$80 resgatado de meus pontos Stix, porém no momento da validação do pagamento, o sistema estava instável e não validou meu pagamento. No momento de tentar novamente o pagamento, não apareceu mais a opção de usar o vale compra. Já abri 3 protocolos no atendimento ao cliente do Pão de Açúcar desde o dia 05/07/22, o primeiro ainda em aberto é o número 3264563. Cada vez o atendente me passa um prazo de 5 dias e a última vez 48h, prazo que nunca foi comprido e até agora não teve nenhum retorno. É compro sempre no site de Pão de Açúcar e raramente eu tive problema, porém vejo que resolver uma incidência que vem do próprio sistema de vocês demora semanas e realmente é uma falta de consideração do cliente. Acho que será uma das ultimas vezes que compro com vocês.",25,2022-07-29,2022,7,2022-07
VAZAMENTO DE DADOS E UTILIZAÇÃO INDEVIDA DE PONTOS STIX POR TERCEIROS,COTIA - SP,SP,"['PÃO DE AÇÚCAR', 'COBRANÇA INDEVIDA', 'CONSULTORIAS']",RESPONDIDA,"Eu estava com quase 10 mil pontos stix, porém, hoje quando acessei o aplicativo verifiquei que meu saldo estava praticamente zerado. Ao acessar o extrato de utilização me deparei com uma utilização indevida por terceiros para abater o valor de uma compra que foi realizada em uma loja Pão de Açúcar da rua Sócrates,  que nem ao menos conheço, que fica a mais de 40 km de minha residência. Não fui eu quem realizei essa compra e utilizei meus pontos, vazaram meu cpf e utilizaram dentro da loja do Pão de Açúcar indevidamente para realizar essa compra que desconheço, dessa forma, solicito que verifiquem nas filmagens quem realizou essa utilização indevida de meu cpf, a compra foi feita dia 28/07, conforme extrato, apurem e tratem esse incidente de vazamento de informação, bem como restituam os pontos que foram utilizados indevidamente de meu cpf, absurdo isso. Não se pode mais ter pontos ou conta ativa no stix, pois, não há segurança da informação, bem como não há qualquer segurança para validação da utilização dos pontos nas lojas do Pão de Açúcar. estou completamente chocada, nunca passei por isso! Solicito a apuração do caso e que acionem a stix para devolução dos pontos de forma imediata, pois, alguém está usando meu cpf de forma indevida. ",25,2022-07-29,2022,7,2022-07
PROGRAMA DE VANTAGENS,FORTALEZA - CE,CE,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'MAU ATENDIMENTO']",RESPONDIDA,"Hj tentei instalar o app de vcs e para minha surpresa meu CPF já estava cadastrado e vinculado a um e-mail que eu nunca vi na vida.Tentei redefinir a senha, mas só aparece e opção de envio para esse e-mail que não me pertence. Tente contato por telefone e desligaram na minha cara após vários minutos de espera. Tentei contato pelo chat que só enviadas mesmas mensagens programadas e não ajuda a resolver nada. ",25,2022-07-29,2022,7,2022-07
"FALHA NO PAGAMENTO, A EMPRESA NÃO ME ESTORNA.",BARUERI - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO', 'ESTORNO DO VALOR PAGO']",EM RÉPLICA,"Dia 23/07 fiz uma compra, e paguei por pix no auto atendimento. Porém deu erro e finalizei o pagamento em outro caixa, no pix novamente. Os funcionários muito mal treinados me informaram que eu seria estornada em questão de minutos no mesmo dia. 3 dias depois voltei a loja, que não é perto de minha casa e eles mandaram eu entrar em contato com meu BANCO e com o Pão de açucar por telefone, pois eles nao tinham o que fazer lá.Obvio que qualquer pessoa com o minimo de instrução nao mandaria eu falar com o banco como foi feito lá na loja. Porém entrei em contato com o pão de açucar por telefone onde foi gerado um chamado n protocolo TKT 3339651. E recebi o email falando pra eu ir na loja para pegar o estorno.Eu não moro perto da loja, nao tenho tempo a perder. Vocês não resolvem os problemas de vocês e ficam nesse jogo de ping pong com o cliente. ",25,2022-07-29,2022,7,2022-07
PROPAGANDA ENGANOSA,CAMPINAS - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROPAGANDA ENGANOSA']",EM RÉPLICA,"Ontem 29/07/2022 eu fiz uma compra pelo aplicativo do Supermercado Pão de Açucar. Havia vários descontos, dentre eles 20% se pagasse com cartão Pão De Açucar e frete grátis para compras com valor total de 99,99. Ocorre que minha compra deu acima desse valor e paguei com cartão Pão de Açucar, porém não recebi nem um nem outro.. Falei no WhatsApp quando eles me ligaram para confirmar um ítem.. tentei o chat do APP, só robô responde.. e eu não vou mais confiar no Pão de açucar.  Anexei a foto do APP, com a falsa propaganda! ",25,2022-07-29,2022,7,2022-07
RUÍDO 24 HORAS CASA DE MÁQUINAS SUPERMERCADO PAO DE AÇUCAR AV IMPERATRIZ LEOPOLDINA,OSASCO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'MAU ATENDIMENTO']",EM RÉPLICA,"RUÍDO 24 HORAS CASA DE MÁQUINAS SUPERMERCADO PAO DE AÇUCAR AV IMPERATRIZ LEOPOLDINA PÃO DE AÇUCAR NÃO RESPONDE ATRAVES DO RECLAME AQUI E ABRE CHAMADO INTERNO NO SAC PARA MINIMIZAR O IMPACTO NA IMAGEMO TIME DO SAC NÃO POSSUI PERMISSÃO PARA RESPONDER CASOS DO RECLAME AQUI, PORÉM INFORMA QUE É NECESSARIO DESCREVER EM SEU PROTOCOLO DE ATENDIMENTO QUE O PÃO DE AÇUCAR EFETUOU TENTATIVAS DE CONTATO SEM SUCESSO.INTERESSANTE COMENTAR QUE APÓS OS MEU CONTATO COM O SAC NÃO RECEBI DEVOLUTIVA DA EMPRESA SEJA VIA CELULAR OU EMAIL, OU MESMO UMA RESPOSTA EFETIVA NESTA PLATAFORMA.SIGO NO AGUARDO DE UMA DEVOLUTIVA. ",25,2022-07-29,2022,7,2022-07
FURTO DE PONTOS STIX,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO', 'ROUBO-FURTO']",RESOLVIDO,"Dia 23/06 foram furtados mais de 17 mil pontos STIX no caixa.Alguém simplesmente usando meu CPF, adquiriu cigarros no Pão de Açúcar da Av. Pompéia e usou a minha conta STIX para pagamento, furtando todos os meus pontos.Já abri protocolo no Pão de Açúcar, via telefone, e não obtive retorno. Aliás, tentei hoje por várias vezes e a ligação simplesmente caia.Um grande absurdo!!! Falta de segurança! Qualquer pessoa, munida do meu número de CPF, pode ir ao caixa e resgatar meus pontos. Não tem o menor cabimento!No mínimo, deveriam pedir identificação ou mandar código por celular. Aliás, num país como o Brasil, sequer deveriam deixar resgatar $$ no caixa, por meio de compras, sem a devida identificação do usuário.Estava fora do País, juntamente com minha família (posso comprovar pelas passagens) e a ocorrência se deu em uma loja que nunca compareci. Além disso, nunca comprei Cigarros!!!! Isso da pra eles verem pelo meu histórico de compras, mas nem se deram ao trabalho. Logicamente deve ter sido algum funcionário da loja que frequento que pegou meu numero de CPF ou, até mesmo alguém de dentro do STIX, seja para saber meu nome e cpf, seja para saber que possuía pontuação no programa. Isso também poderia ser verificado pelas câmeras da loja, naquela data.Não deram a menor atenção ao meu caso, não me deram retorno. Um descaso. Quem proporciona o programa, deve garantir a segurança ao usuário. Pior, ainda tinha transferido pontos iupp para o Stix, pois confiava na idoneidade do programa. Ledo engano.Uma vergonha lançarem um programa de pontos em que não dão segurança ao usuário. Fujam dessa parceria.Aguardo solução urgente do meu caso.",25,2022-07-29,2022,7,2022-07
FURTO DE PONTOS STIX,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'ROUBO-FURTO']",RESOLVIDO,"No dia 01/07/2022 foram feitas duas compras na loja da Washington Luiz e utilizaram 10.246 e 11.633 pontos Stix, oriundos da minha conta. Não realizei as compras e nunca estive nesta loja.Peço a devolução dos 21.879 pontos para a minha conta Stix.",25,2022-07-29,2022,7,2022-07
STIX SUMIRAM,SÃO PAULO - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'PROPAGANDA ENGANOSA', 'PONTOS']",RESOLVIDO,Transferi meus pontos do iupp para os StixE quando fui acessar eles sumiram,14,2022-07-30,2022,7,2022-07
[EDITADO PELO RECLAME AQUI]AM MEUS STIX,SANTOS - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'MAU ATENDIMENTO', 'PONTOS']",NÃO RESOLVIDO,"Nunca imaginei que pontos Stix seriam algo passível de [Editado pelo Reclame Aqui]. Meus stix constam como gastos em um lugar QUE EU NAO CONHEÇO, em endereço QUE NUNCA ESTIVE. são Stix o bastante para comprar um eletrodoméstico.Favor darem retorno e resolverem isso!!",14,2022-07-30,2022,7,2022-07
TROCA DE PONTOS NÃO REALIZADA,RIO DE JANEIRO - RJ,RJ,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'QUALIDADE DO SERVIÇO PRESTADO', 'PONTOS']",RESOLVIDO,"No dia 30/06/2022 fiz uma transferência de pontos do IUPP Itaú para o aplicativo STIX, sendo creditado 3x o valor dos meus pontos (26.316). Em 18/07/2022 ao entrar no aplicativo para verificar a minha pontuação, vi que no dia 06/07/2022 foi utilizado meus pontos na Loja Pão de Açúcar 5433, Rua Girasol,882, Pinheiros -SP (Stix no Caixa) por 2 vezes no valor de 18.222 pontos e outra no valor de 6.757 pontos, porem sou no Rio de Janeiro, Capital e nunca estive nesse endereço nesse dia ou qualquer outro dia, nem forneci qualquer tipo de informações a terceiros para tal feito. Ao entrar em contato no dia 18/07/22 com o Pão de Açúcar foi aberto um protocolo que foi encerrado pelo mesmo, pois afirmam que tentaram entrar em contato e não conseguiram, o outro protocolo recebi um e-mail afirmando que estava tudo certo em minha pontuação seria de só 2.207 pontos. Gostaria de solicitar que os pontos que foram retirados na minha conta fossem devolvidos. ",14,2022-07-30,2022,7,2022-07
[EDITADO PELO RECLAME AQUI]!!PONTOS RESGATADOS POR OUTRA PESSOA QUE NÃO O TÍTULAR E SEM RETORNO DA STIX!,SÃO PAULO - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'MAU ATENDIMENTO DO PRESTADOR DE SERVIÇO', 'PONTOS']",RESOLVIDO,"Boa noite!Como consumidora dos supermercados da rede Pão de Açucar e Extra faço parte do programa de pontuação Stix.No dia 27/06/2022 meus pontos foram zerados e resgatados em uma loja Pão de Açucar e não fui eu ou quaisquer pessoa com minha autorização!Ao tomar ciência do fato, entrei em contato imediatamente com a Stix por telefone, já se passaram 18 dias e não obtive nenhum retorno!Sinto-me [Editado pelo Reclame Aqui], foram 23.827 pontos que coincidentemente foram resgatados no dia em que fiz um pedido de compra no Extra online (delivery).Perdi totalmente a confiança e credibilidade no programa, como permitem que qualquer pessoa o lesem e não fazem nada a respeite??Um completo absurdo!! ",14,2022-07-30,2022,7,2022-07
PRODUTOS NÃO ENTREGUES,SANTA IZABEL DO OESTE - PR,PR,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMA COM ENTREGA DE PRODUTO-COMPRAS']",RESPONDIDA,"Fiz uma encomenda de chocolates para a Páscoa. Resido no Paraná e os chocolates seriam entregues para minha afiliada e família no sábado que antecedia a Páscoa. Eles estavam em casa e nada chegou no endereço, no contato realizado de forma automática apresentava que os produtos foram entregues. Infelizmente aparece que os produtos foram entregues e não existe número para contato direto, o atendimento automático é ineficiente para resolução do ocorrido.  Ainda, depois de ter passado muito tempo do ocorrido, o Pão de Açúcar realizou o envio da seguinte mensagem "" Felicidade é ter seu pedido, com o n de envio 19673908 entregue!  Obrigado por confiar no nosso trabalho e escolher o Pão para fazer parte da sua vida! """,14,2022-07-30,2022,7,2022-07
ATENDIMENTO PRECÁRIO NA PADARIA,FORTALEZA - CE,CE,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO', 'MAU ATENDIMENTO']",RESOLVIDO,"Estou impressionado com o atendimento do minuto pão de açucar - loja boa viagem , localizado na rua navegantes, boa viagem..RecifeFiquei muito tempo esperando ser atendido, pois só havia uma pessoa no caixa e ninguém na padaria..Que tipo de atendimento é esse? Nem a gerente se encontrava ali para eu reclamar. A caixa teve que deixar de atender aos clientes que estavam na fila para me atender..O minuto pão de açúcar deve zelar mais pelos seus clientes !!!! Um abuso para um cliente que como eu sempre compro lá.",14,2022-07-30,2022,7,2022-07
[EDITADO PELO RECLAME AQUI] NO STIX,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'NÃO ENCONTREI MEU PROBLEMA', 'HIPERMERCADOS', 'ESTORNO DO VALOR PAGO']",RESOLVIDO,"Está havendo utilização indevida dos saldos stix nos caixas do Extra! Eu fui vítima de 10mil stix, no caixa do Extra Cursino lado extremo de onde moro. Fiz a queixa no Sac e pediram 30 dias para análise. Até me conformaria em esperar, mas ao comentar com vizinha verificamos que também usaram 11.315 stix no Extra Giovanni Gronchi. Como parece ser uma prática recorrente, é urgente que o Pão de Açúcar reveja os seus processos de confirmação dos seus reais clintes. Inconformada com o que está acontecendo. Se eu esperar 30 dias, quantos [Editado pelo Reclame Aqui]s terão ocorrido incluindo eu mesma?",14,2022-07-30,2022,7,2022-07
PÃO DE AÇÚCAR BOTUCATU -  MAL ATENDIDA,BOTUCATU - SP,SP,"['PÃO DE AÇÚCAR', 'PROBLEMAS COM O ATENDIMENTO', 'MAU ATENDIMENTO', 'EQUIPE DE ATENDIMENTO']",RESOLVIDO,"Fiz uma compra on-line no Pão de Açúcar de Botucatu, e recebi produtos a mais do que eu comprei (não cobraram por esses produtos, apenas entregaram a mais). Fui devolver, e pedi para falar com a gerente. Fui informada de que nessa hora, eu deveria falar com a fiscal, a qual estava trabalhando no caixa. Fui até ela, ela percebeu que eu eu queria falar com ela, e aguardei pq ela estava passando a compra de um cliente. Qdo acabou, fui falar com ela, e ela não deu o mínimo de atenção, nem perguntou sobre o que eu queria falar, apenas falou que estava ocupada e chamou outro cliente no caixa. Resolvi procurar outra pessoa, que me atendeu muito bem, e quando entendeu que eu só queria devolver os produtos que vieram  a mais na compra, me atendeu na hora. Pouquíssimas pessoas devolvem o que veio a mais sem cobrar, e nós que fazemos isso, temos que enfrentar o pouco caso dos atendentes. E isso não condiz com o Pão de Açúcar de Botucatu. Geralmente, os atendentes e entregadores são ótimos e extremamente educados, mas essa fiscal é extremamente mal educada e fora do que eu acredito ser o grupo Pão de Açúcar!",14,2022-07-30,2022,7,2022-07
OFERTA ENGANOSA E PEDIDO INCOMPLETO,NITERÓI - RJ,RJ,"['PÃO DE AÇÚCAR', 'PROBLEMAS COM O ATENDIMENTO', 'PROPAGANDA ENGANOSA', 'EQUIPE DE ATENDIMENTO']",RESPONDIDA,"Fiz uma compra no dia 22/07, cujo número de pedido é 28941272, dada na qual o site anunciava o cupom FINALDESEMANA40 com desconto de R$ 40,00 para compras acima de R$ 300,00. Tentei por várias vezes utilizar o cupom tanto no site quanto no app, porém não obtive sem sucesso. Sua orientada a finalizar a compra para que o desconto efetivasse e isso não aconteceu. Além de não cumprir a oferta anunciada, recebi um comunicado pelo WhatsApp de que as minhas compras já haviam sido entregues. Entrei em contato para comunicar que eu não havia recebido nada e o atendente me orientou a esperar. Recebi o meu pedido com muito atraso e com itens faltantes. Entrei em contato mais uma vez pelo chat e relatei o ocorrido ao atendente Gustavo. O mesmo garantiu que eu receberia os itens faltantes em até 72h, mas isso não aconteceu. Tentei contato várias vezes ao longo da semana; por duas vezes o atendimento foi transferido a atendente Daiana, mas a mesma não me respondeu em nenhuma das vezes. Protocolos de atendimento: 3331437, 3331788 e 3347567. Espero que o pão de açúcar entregue os itens faltantes e que restitua o cupom anunciado e não aplicado. Já é a segunda propaganda enganosa da empresa, na qual o cupom anunciado não é efetivado, mesmo respeitando todas as regras. Tenho fotos que comprovam, não só as ofertas anunciadas, bem como a tentativa de uso do cupom e print dos atendimentos.",14,2022-07-30,2022,7,2022-07
ATENDIMENTO,SÃO JOSÉ DOS CAMPOS - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'MAU ATENDIMENTO']",RESPONDIDA,"Efetuei uma compra online pelo Clube Extra no dia 22/07 com o número de envio 109885532 e optei por retirar o pedido na Loja Pão de Açúcar situada na avenida Salmão 536 Jardim Aquarius São José dos Campos. Aguardei um longo tempo pacientemente no balcão de retirada com vários funcionários circulando pela área sem sequer notar ou chegando a ignorar minha presença ou com o intuito em abordar questionando o motivo da minha presença lá. Uma delas apareceu e perguntou o que desejava e pediu para que outra funcionária fosse procurar uma outra que demorou para aparecer no balcão. Em certo momento uma outra veio e parece ter tomado providências para que meu pedido fosse trazido até a mim. Mas eis que aguardo novamente um longo tempo até um funcionário vir e simplesmente dizer que haviam muitos pedidos. Não houve cordialidade, intenção de auxílio, respeito, educação por parte de NENHUM deles. Um tratamento simplesmente de frieza, descaso. Esse não é o padrão de atendimento que eu buscava receber como consumidora. Sem contar que também aproveitei para fazer troca por produtos da promoção dos STIXs que deram um trabalho para serem resolvidos.",14,2022-07-30,2022,7,2022-07
[EDITADO PELO RECLAME AQUI]!!PONTOS RESGATADOS POR OUTRA PESSOA QUE NÃO O TÍTULAR E SEM RETORNO DA STIX!,SÃO PAULO - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'MAU ATENDIMENTO DO PRESTADOR DE SERVIÇO', 'PONTOS']",RESOLVIDO,"Boa noite!Como consumidora dos supermercados da rede Pão de Açucar e Extra faço parte do programa de pontuação Stix.No dia 27/06/2022 meus pontos foram zerados e resgatados em uma loja Pão de Açucar e não fui eu ou quaisquer pessoa com minha autorização!Ao tomar ciência do fato, entrei em contato imediatamente com a Stix por telefone, já se passaram 18 dias e não obtive nenhum retorno!Sinto-me [Editado pelo Reclame Aqui], foram 23.827 pontos que coincidentemente foram resgatados no dia em que fiz um pedido de compra no Extra online (delivery).Perdi totalmente a confiança e credibilidade no programa, como permitem que qualquer pessoa o lesem e não fazem nada a respeite??Um completo absurdo!! ",14,2022-07-30,2022,7,2022-07
PÉSSIMO TRATAMENTO,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'PROBLEMAS COM O ATENDIMENTO', 'MAU ATENDIMENTO', 'EQUIPE DE ATENDIMENTO']",RESPONDIDA,"Fui ao setor da padaria d unidade Pão de Açúcar (Deputado João Sussumu Hirata), pedi a quantidade e a cor do pão, a atendente grita ao questionar por não ter entendido. Não sei o que que acontecendo, mas pela segunda vez em uma semana, minha esposa e eu não somos bem atendidos nessa unidade. Pelo que parece pela mesma funcionária. Gostaria de um posicionamento da gerência e se posso colaborar com algo. Atenciosamente,",14,2022-07-30,2022,7,2022-07
CORPO ESTRANHO NA MINHA ESFIRRA,SÃO GONÇALO - RJ,RJ,"['LATICÍNIOS E LÁCTEOS', 'PÃO DE AÇÚCAR', 'OBJETO ESTRANHO', 'REQUEIJÃO E CREAM CHEESE']",RESPONDIDA,"Comprei uma esfirra no Pão de Açúcar do Ingá- Niterói no domingo, cheguei em casa, guardei as compras, quando abri a esfirra, comecei a comer quando senti algo muito duro que parecia até que ia quebrar meu dente. Consegui colocar aquela coisa dura na ponta da minha língua e quando peguei com a mão era um pedaço de plástico duro! Eu até tirei foto na hora e já fiquei com nojo de comer a esfirra e medo tbm. Já pensou se eu engulo o plástico?? Joguei a esfirra fora e fiquei com muita raiva, depois até me senti com a barriga estranha e creio que aquela esfirra foi feita sem higiene!! ",14,2022-07-30,2022,7,2022-07
