TEMA,LOCAL,ESTADO,CATEGORIA,STATUS,DESCRICAO,CASOS_POR_DIA,DATA,ANO,MES,ANO_MES
STICKS SUMIRAM DA MINHA CONTA!,CAMPINAS - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'PROPAGANDA ENGANOSA', 'PONTOS']",RESPONDIDA,"Consta no meu histórico de trocas do Programa Sticks, que em 31/08/22 foram utilizados 5.897 no caixa do Pão de Açúcar da Av Vereador João  em SP e, que em 01/09/22 foram utilizados 6.204 no caixa do Pão de Açúcar da Av Washington Luiz, em SP, minguando o meu saldo para apenas 3.209.Eu moro em Campinas e não fiz essas trocas. Será que funcionários do Pão de Açúcar estariam agindo de[Editado pelo Reclame Aqui] utilizando os meus dados pessoais que deveriam estar bem protegidos pela Loja?Solicito que o Pão de Açúcar me devolva os meus pontos que venho somando para efetuar trocas nas lojas de Campinas (Br Itapura e Alberto Sarmento).Solicito também que a pessoa ao utilizar os pontos no caixa para abater da compra por ela efetuada, seja solicitada a apresentar o seu RG e/ou CPF.Aguardo pela devolução dos Sticks! Obrigada!",20,2022-01-09,2022,1,2022-01
HORÁRIO DE ENCERRAMENTO DO EXPEDIENTE,NITERÓI - RJ,RJ,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO', 'MAU ATENDIMENTO']",RESPONDIDA,"Atenção @paodeacucar, a galera da área de frios da unidade de Alphaville (Al Madeira) está encerrando o expediente 30min mais cedo. Segundo eles é para limpar as máquinas. Hj eu e mais algumas pessoas ficamos na fila esperando ser atendidos e por fim nos pediram pra ir embora pois não estavam atendendo mais. Se a regra é encerrar antes do fechamento da loja é melhor já avisarem as pessoas pra não entrarem na fila. Foi um descaso com as pessoas que ali estavam. No meu caso, nem quis mais levar minhas compras. ",20,2022-01-09,2022,1,2022-01
PONTOS NÃO CONTABILIZADOS,SÃO PAULO - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'PONTOS']",RESPONDIDA,"Sou cadastrada na Stix há um tempo já, alem de ser cliente Pão de Açucar Mais, Clube Extra, Drogasil e Droga Raia. SEMPRE SEMPRE coloco meu CPF nas compras. Porém, percebi que no app Stix várias compras não são contabilizadas na aba de pontos. Ontem mesmo estive no Pão de Açucar, coloquei meu cpf e tudo certo mas não esta registrado no app. Notei isso hoje mas percebi que aconteceram varias vezes pelo que analise no app. Estou sendo prejudicada! Por gentileza, consertem o erro de vocês! ",20,2022-01-09,2022,1,2022-01
USARAM MEU STIX EM UMA LOJA PÃO DE AÇUCAR,SÃO PAULO - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'ESTORNO DO VALOR PAGO', 'PONTOS']",EM RÉPLICA,"Usaram meus Stix (17.230) em 2 compras na loja Pão de Açúcar da Avenida Washington Luis. Nunca estive nessa loja. A pergunta que fica, como conseguiram meus dados? Quero a devolução do valor e entender como descobriram meus dados?",20,2022-01-09,2022,1,2022-01
"PÃO DE AÇUCAR, JAMES DELIVERY (AMBOS DO GRUPO GPA)",SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'CANAIS DE ATENDIMENTO', 'PROBLEMAS COM O ATENDIMENTO', 'MAU ATENDIMENTO']",NÃO RESPONDIDA,"Quando observei no Extra e no Pão de Açucar pessoas com camisetas James Delivery, pense: que legal em uma emergência é perfeito, grande engano, recebi um cupom de desconto para efetuar minha primeira compra, e não consegui utilizar, pq o app solicitava um código, que segundo o app, havia sido mandado para o numero que cadastrei, e nada de código, entrei em contato com o James por e-mail e me responderam que o código estava no cupom a pessoa não entendia o que estava acontecendo e pedi para me ligarem e para minha surpresa me informaram que estavam com problemas técnicos e não tinham como ligar, uma vergonha, cada vez mais o Extra e Pão de Açucar vem decepcionando este James absurdamente despreparado, por gentileza não encaminhem esta reclamação para eles pois o atendimento do James irrita qq um, deram a entender varias que eu estava mentindo mas não ligaram, bem chateada. esta reclamação é para a casa do cliente saberem como o James tratam seus clientes. Primeira impressão é a que fica, um absurdo.",20,2022-01-09,2022,1,2022-01
SABORES TROCAOS,SÃO PAULO - SP,SP,"['SUPERMERCADOS', 'NÃO ENCONTREI MEU PROBLEMA', 'PROPAGANDA ENGANOSA', 'PÃO DE AÇÚCAR']",NÃO RESPONDIDA,"Estive hoje a tarde no pão de açucar da Carneiro da Cunha, comprei um fogazza teoricamente de pizza, ainda comentei com o atendente se era pizza mesmo (queijo e tomate) pois não como calabresa (outra opção disponível) e o mesmo confirmou que sim.. Chego em casa e vou comer o salgado e percebo que estou mordendo calabresa :(, além do dinheiro jogado fora, é uma decepção sem tamanho para uma pessoa que tem restrição alimentar pagar para comer algo que não pode comer.. Deixo registrada minha reclamação e peço mais atenção do estabelecimento na oferta de alimentos prontos para consumo.",20,2022-01-09,2022,1,2022-01
ALTERAÇÕES STIX,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'PROBLEMAS COM O ATENDIMENTO', 'MAU ATENDIMENTO', 'EQUIPE DE ATENDIMENTO']",NÃO RESOLVIDO,"Após fazer uma reclamação nesse órgão (reclame aqui) o grupo Pão de Açúcar baixou significativamente meus bônus do stix, antes recebia 2 mil stix por mês com compras agora eles colocaram 1.750 stix aparentemente parece uma punição por ter aberto uma queixa ",20,2022-01-09,2022,1,2022-01
PRODUTOS NÃO RECEBIDOS,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMA COM ENTREGA DE PRODUTO-COMPRAS']",RESOLVIDO,Como de costume sempre comprei no Pão de Açúcar porém nessa última vez comprei e não recebi o produto estava marcado para entregar amanhã mas Recebi a notificação que o produto foi entregue só que eu não recebi.....,20,2022-01-09,2022,1,2022-01
"FIZ UM PEDIDO COM MEU CARTAO DE SEMPRE, NAO CONFIRMARAM E QUEREM ME COBRAR MAIS",SÃO PAULO - SP,SP,"['DIVERGÊNCIA DE VALORES', 'PÃO DE AÇÚCAR', 'SUPERMERCADOS']",NÃO RESOLVIDO,"Ola, fiz um pedido ontem as 22.35h. Com meu cartao que uso todo dia ha anos e tudo certo.. Ao acordar recebo que deu erro. Tentei refazer o pedido no app e nao consigo.. Ele duplica a quantidade de todas as coisas sozinho e nao aceita o cupom de frete.É uma compra de R$400.Esperei as 9h pra conseguir ligar na central para apenas aprovarem o mesmo pedido exatamente como fiz e pra minha surpresa disseram que nao podem fazer como estava - se acabou o produto entendo, paciencia, mas nao manter o preco que paguei horas depois é um absurdo. Protoloco de atendimento - 3485715.O PA consegue honram o pedido feito há horas ou é isso mesmo e problema meu?Pedido de Entrega n 29321542Obrigado",20,2022-01-09,2022,1,2022-01
STIX NÃO CREDITADOS E EMPRESA NÃO RESPONDE O QUE ACONTECEU,TERESINA - PI,PI,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'MAU ATENDIMENTO', 'PONTOS']",RESOLVIDO,"Já realizei diversos contatos c a empresa para tratar dos stix das compras q fiz no pão de açúcar dom Severino, em Teresina,  mas q não foram creditados, inclusive uma pessoa de nome Lucas entrou em contato cmigo e não disse absolutamente NADA, apenas q o protocolo estava sendo encerrado (3291074), sem nenhuma devolutiva plausível qto a solicitação. Terminou o mês e os milhares de pontos ao qual tinha direito foram perdidos, pq a empresa não creditou as compras.Esse mês de julho,tive mtos plms c a empresa e realmente estou mto decepcionada com isso, pois sou uma cliente antiga e fiel da empresa. Encaminhei um novo e-mail para o atendente Lucas, querendo um retorno e nca obtive  resposta. Estou anexando todos os cupons das compras q não foram creditadas e espero q dessa vez, vcs RESOLVAM a situação e creditem os pontos q tenho direito. Uma pena uma empresa q era tão comprometida c seus clientes, hoje está nessa situação. Aguardarei uma posição. ",16,2022-02-08,2022,2,2022-02
PROPAGANDA ENGANOSA,CAMPINAS - SP,SP,"['PROPAGADA ENGANOSA', 'PÃO DE AÇÚCAR', 'HIGIENE E LIMPEZA PESSOAL', 'ABSORVENTE']",EM RÉPLICA,"Dia 25/07 montei uma compra online onde tinha a opção de desconto da madrugada o cupom chamava "" NOITENOPAO"". Montei toda a compra, apliquei o cupom sem dar erro nenhum, mas ao tentar efetuar o pagamento não habilitava nenhuma opção. Fiz isso pelo app, pelo celular e computador e nada deu certo. Hoje já não tinha mais esse cupom para ativar é claro e como já imaginava a opção de pagamento foi habilitada. Isso pra mim é uma fralde, pois anunciam uma promoção para atrair clientes, não conseguindo efetuar o pagamento, se vc tem necessidade dos produtos ao desabilitar o cupom a compra é efetuada normalmente. Isso não deveria acontecer, é fazer os clientes de palhaços. Fica aqui a minha reclamação.Entraram em contato dizendo que iam se retratar sem retorno nenhum depois disso.",16,2022-02-08,2022,2,2022-02
OFERTAS + 20% DESCONTO NÃO CUMPRIDA,JOÃO PESSOA - PB,PB,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROPAGANDA ENGANOSA']",RESOLVIDO,"O pão de açucar não vem me oferecendo os 20% de desconto sobre as ofertas, conforme anucio do cartão. No pedido 9263936 foi concedido um desconto de apenas 5% nas cervejas especias (20% - 15% da oferta). Solicito estorno do valor cobrado indevidamente.Anexos:1) Anûncio do cartão2) Detalhe do anuncio3) Pedido 9263936",16,2022-02-08,2022,2,2022-02
DENUNCIA (FURTO EM ESTACIONAMENTO E[EDITADO PELO RECLAME AQUI] EM RESOLVER),GOIÂNIA - GO,GO,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'ROUBO-FURTO']",RESOLVIDO,"Boa tarde, venho por meio desta fazer um desabafo e uma denúncia contra a rede de supermercados Pão de Açucar.. Sou ativo nas unidades de Goiânia e em uma delas furtaram um capacete meu que estava junto ao veículo DENTRO DO ESTACIONAMENTO do supermercado, no dia 17/06 assim que finalizei meu processo de compra e fui em direção ao meu veículo, notei que meu capacete já não estava mais lá. entrei em contato com o pessoal para informar o ocorrido e pedir auxilio, no mesmo dia abri o B.O em relação ao furto e um responsável da unidade Pão de açucar da AV T63 em Goiânia (Hallef) me deu uma documentação para que eu preenchesse e enviasse para eles juntamente com o B.O para buscarem o ressarcimento do produto furtado, no dia seguinte enviei tudo e fiquei aguardando, mais ou menos uma semana e meia depois eu fui novamente a unidade pois não tinham entrado em contato comigo, o Hallef, mesmo rapaz que me atenedu de inicio disse que já tinha enviado tudo e estava aguardando e que era coisa de uma semana para resolver, no outro dia eu tava fazendo uma compra e o mesmo rapaz veio até mim, confirmou que estava tudo OK e me pediu mais 20 dias.. No dia 25/07, depois de muita espera (quase 40 dias), fui novamente a unidade e o mesmo estava de folga, tentei resolver com outra pessoa que colocou dificuldades para me atender, depois que eu insisti muito para ser atendido essa pessoa me escutou e disse que iria atrás de um posicionamento para me passar.O estranho é que depois de 40 dias, mesmo o Hallef me confirmando mais de uma vez que estava tudo ok, eu recebi um e-mail da central de relacionamento do próprio pão de açucar (QUERO DEIXAR BEM CLARO NOVAMENTO, DEPOIS DE 40 DIAS), me pedindo mais documentos, sendo que o rapaz já tinha me confirmado que estava tudo OK.Os documentos que estavam faltando eram: 1 - NF DO PRODUTO FURTADO (eu comprei o capacete a mais de 2 anos).2 - VINCULO COM A PESSOA QUE ESTA NO DOCUMENTO DA MOTO, eu ando em um moto que é MINHA mas está no nome de outra pessoa, um amigo de infância..Não faz sentido nenhum me pedirem esssa documentação, se nem a polícia pede vinculo com o nome que esta no documento da moto, isso quer dizer que eu sou proibido de entrar no estacionamento da unidade se eu não tiver meu nome no documento do veículo que eu estou andando?  A moto não tem denúncia de furto, [Editado pelo Reclame Aqui] ou qualquer outra coisa que eu tenha que ser obrigado a comprar vincúlo dessa forma, sendo que o produto que foi furtado foi um CAPECETE DENTRO DO ESTACIONAMENTO.A questão é que, hoje já fazem 45 dias, o pessoal da unidade não me da retorno, a casa do cliente não me da retorno e eu que me vire com o meu problema..Eles alegam que me ligaram várias vezes, sendo que os DDDs de SP eu não atendo NENHUM. O Problema ocorreu no dia 17/06, mais ou menos no dia 10/07 me falaram que estava TUDO OK e que era só eu agaurdar para receber. se tenteram ligar pra mim e não conseguiram por que nao me enviaram um e-mail cobrando documentos que estavam faltando? Por que só me enviaram um e-mail após o dia 25/07 onde eu insisti muito para me darem um retorno? A unidade está agindo de[Editado pelo Reclame Aqui], o SAC está agindo de[Editado pelo Reclame Aqui] e a Casa do Cliente estã agindo de[Editado pelo Reclame Aqui] em relação a solução do problema..Só me vem a pensar que isso tudo deve ser de propósito para que o cliente desista do seu direito..Sinto-me [Editado pelo Reclame Aqui], triste e totalmente inseguro de frequentar qualquer unidade do Pão de Açucar, não é atoa que a NOTA deles aqui no reclame é de 7.7É um rede que não liga para seus clientes (A NÂO SER OS RICOS)FIca aqui meu desafabo, tomem muito cuidado a frequentarem qualquer unidade da rede.",16,2022-02-08,2022,2,2022-02
CAIXA PREFERENCIAL,BRASÍLIA - DF,DF,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'DESRESPEITO DE CAIXA PREFERENCIAL']",RESPONDIDA,"Estive na unidade de Moema ontem e o caixa preferencial estava fechado. Eu estava no caixa não preferencial e nem se quer sabia que o preferencial estava fechado. Uma senhora entrou na minha frente de forma super ignorante, não pediu licença . Eu falei pra ela que não custava ser educada , afinal ela nem sabia se eu poderia ser preferencial também ( por gravidez por exemplo ). Ela começou a gritar na unidade como se eu não tivesse cedido a vez pra ela e a me difamar na frente de todos que estavam ali. Obviamente não seria problema nenhum ceder a vez a uma senhora. Porém a situação foi toda revertida por tal senhora de forma super constrangedora  eu simplesmente sai da fila pra não aumentar ainda mais a gritaria dela. Detalhe o caixa preferencial estava fechado pois a funcionária responsável estava fazendo compras pessoas no horário do expediente. Acho que nessa situação poderia ter pelo menos algum funcionário próximo para direcionar o fluxo adequadamente e evitar tais tipos de situações  e o caixa preferencial nunca deve ficar fechado. Fui difama em público  por algo que não tenho responsabilidade e sim por um problema administrativo de vocês. O gerente até compareceu na hora e informou a senhora que ela não deveria fazer isso comigo, porém já era tarde demais . O constrangimento já teria ocorrido.Sei que sou apenas mais uma cliente e pra vcs financeiramente não faz diferença eu passar a comprar na concorrência  mesmo assim é isso que começarei a fazer. Uma situação que só quero esquecer. ",16,2022-02-08,2022,2,2022-02
PANELA WOK JAMIE OLIVER TORTA - TAMPA NÃO ENCAIXA,SANTOS - SP,SP,"['UTILIDADES DOMÉSTICAS', 'CHURRASQUEIRA', 'PÃO DE AÇÚCAR']",EM RÉPLICA,"Fiz a troca dos selos pela panela do Jamie Oliver WOK e guardei a mesma na caixa, porque estava aguardando uma ocasião especial para usá-la. Fomos abrir a embalagem hoje.. a panela está torta e a tampa não encaixa.",16,2022-02-08,2022,2,2022-02
FURTO NO ESTACIONAMENTO DA UNIDADE REAL PARQUE,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'ROUBO-FURTO']",EM RÉPLICA,"Fui ao PA do real parque ( em outrubro de 2019) para fazer uma compra rápida de 10 minutos e quando voltei ao carro o mesmo tinha sido furtado. A única coisa que foi levada do carro foi o meu Ipad Pro de 12,9 polegadas que era utilizado para trabalho. Foi feito BO, instaurada uma sindicancia dentro do PA pelo canal da casa do cliente, abri reclamação aqui e no consumidor . gov . A única resposta que eu recebi até hoje é que não vou receber uma indenização, pois eles precisam de uma nota fiscal do produto, mas o mesmo foi comprado durante uma viagem ao exterior. E o PA não aceita a nota americana. É a segunda reclamação que abro aqui, pois a primeira eu nem se quer recebi um retorno, no consumidor.gov falaram para não avaliar o atendimento pois estavam fazendo a apuração e depois de quase 1 ano da abertura da reclamação NADA. OBSOLUTAMENTE NADA.Protocolo do atendimento na época : 8004852783",16,2022-02-08,2022,2,2022-02
COMPRA ONLINE COM ENTREGA NÃO FEITA,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMA COM ENTREGA DE PRODUTO-COMPRAS']",RESPONDIDA,"Prezados, fiz uma compra online no app do Pao de Acucar e marquei para entregar na parte da tarde. Passaram na parte da manhã, às 8h40, quando nao poderia receber por estar trabalhando. Voltaram outra vez também fora do horário, e agora, que seria o momento de receber, quando tenho apoio para isso em casa, não entregaram. Pergunto:- Para o que serve o agendamento se entregam no horário errado? - E os produtos que precisam de geladeira? Estragam?- Eu contava com a entrega hoje para contar com uma pessoa. E se entregarem amanhã, como farei?- Mandei mensagem pelo app mas ninguém entra em contato. O tel não atende, cai. Como falar com a empresa?",16,2022-02-08,2022,2,2022-02
